,track_id,artist,raga,tradition,relative_part,audio_path,split
10,Gayathri_Venkataraghavan.Kanden_Kaliten,Gayathri_Venkataraghavan,Kalyāṇi,carnatic,RagaDataset/Carnatic/audio/bf4662d4-25c3-4cad-9249-4de2dc513c06/Gayathri_Venkataraghavan/December_Season_2008/Kanden_Kaliten/Kanden_Kaliten.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\bf4662d4-25c3-4cad-9249-4de2dc513c06\Gayathri_Venkataraghavan\December_Season_2008\Kanden_Kaliten\Kanden_Kaliten.mp3,train
11,Prasanna_Venkataraman.Vaderadeivamu,Prasanna_Venkataraman,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Prasanna_Venkataraman/December_Season_2009/Vaderadeivamu/Vaderadeivamu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Prasanna_Venkataraman\December_Season_2009\Vaderadeivamu\Vaderadeivamu.mp3,test
12,M_S__Subbulakshmi.Ramanatham_Bhajeham,M_S__Subbulakshmi,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/M_S__Subbulakshmi/Paddhatti/Ramanatham_Bhajeham/Ramanatham_Bhajeham.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\M_S__Subbulakshmi\Paddhatti\Ramanatham_Bhajeham\Ramanatham_Bhajeham.mp3,val
13,M_S__Subbulakshmi.Sarasaaksha,M_S__Subbulakshmi,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/M_S__Subbulakshmi/Paddhatti_-_M_S_Subbulakshmi_-_Live_In_Concert_1956/Sarasaaksha/Sarasaaksha.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\M_S__Subbulakshmi\Paddhatti_-_M_S_Subbulakshmi_-_Live_In_Concert_1956\Sarasaaksha\Sarasaaksha.mp3,train
14,Amritha_Murali.Raghuvara_nannu,Amritha_Murali,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Amritha_Murali/December_Season_2011/Raghuvara_nannu/Raghuvara_nannu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Amritha_Murali\December_Season_2011\Raghuvara_nannu\Raghuvara_nannu.mp3,train
15,Sanjay_Subrahmanyan.RTP_-_Pantuvarali_-_Raagam,Sanjay_Subrahmanyan,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Sanjay_Subrahmanyan/December_Season_2010/RTP_-_Pantuvarali_-_Raagam/RTP_-_Pantuvarali_-_Raagam.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Sanjay_Subrahmanyan\December_Season_2010\RTP_-_Pantuvarali_-_Raagam\RTP_-_Pantuvarali_-_Raagam.mp3,train
16,Sumithra_Vasudev.Sri_Gurupadanakha,Sumithra_Vasudev,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Sumithra_Vasudev/Tasmai_Sri_Gurave_Namaha/Sri_Gurupadanakha/Sri_Gurupadanakha.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Sumithra_Vasudev\Tasmai_Sri_Gurave_Namaha\Sri_Gurupadanakha\Sri_Gurupadanakha.mp3,test
17,Neyveli_R_Santhanagopalan.Ramanatham_Bhajeham,Neyveli_R_Santhanagopalan,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Neyveli_R_Santhanagopalan/December_Season_2005/Ramanatham_Bhajeham/Ramanatham_Bhajeham.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Neyveli_R_Santhanagopalan\December_Season_2005\Ramanatham_Bhajeham\Ramanatham_Bhajeham.mp3,train
18,Amrutha_Venkatesh.Kunjida_Padattai,Amrutha_Venkatesh,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Amrutha_Venkatesh/December_Season_2008/Kunjida_Padattai/Kunjida_Padattai.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Amrutha_Venkatesh\December_Season_2008\Kunjida_Padattai\Kunjida_Padattai.mp3,train
19,Unnikrishnan.Sami_Ni,Unnikrishnan,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Unnikrishnan/Madrasil_Margazhi_2007_-_The_Music_Academy_Concerts/Sami_Ni/Sami_Ni.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Unnikrishnan\Madrasil_Margazhi_2007_-_The_Music_Academy_Concerts\Sami_Ni\Sami_Ni.mp3,train
20,Sikkil_Gurucharan.Enna_Gaanu,Sikkil_Gurucharan,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Sikkil_Gurucharan/December_Season_2006/Enna_Gaanu/Enna_Gaanu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Sikkil_Gurucharan\December_Season_2006\Enna_Gaanu\Enna_Gaanu.mp3,train
21,Kunnakkudi_M_Balamuralikrishna.Shambho_Mahadeva,Kunnakkudi_M_Balamuralikrishna,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/Kunnakkudi_M_Balamuralikrishna/December_Season_2006/Shambho_Mahadeva/Shambho_Mahadeva.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\Kunnakkudi_M_Balamuralikrishna\December_Season_2006\Shambho_Mahadeva\Shambho_Mahadeva.mp3,train
22,O__S__Thyagarajan.Ninnu_Nera_Nammi,O__S__Thyagarajan,Kāmavardani,carnatic,RagaDataset/Carnatic/audio/85ccf631-4cdf-4f6c-a841-0edfcf4255d1/O__S__Thyagarajan/December_Season_2003/Ninnu_Nera_Nammi/Ninnu_Nera_Nammi.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\85ccf631-4cdf-4f6c-a841-0edfcf4255d1\O__S__Thyagarajan\December_Season_2003\Ninnu_Nera_Nammi\Ninnu_Nera_Nammi.mp3,train
23,K__V__Narayanaswami.Manam_Irangata,K__V__Narayanaswami,Māyāmāḷavagauḷa,carnatic,"RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Toronto,_1997/Manam_Irangata/Manam_Irangata.mp3","C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\K__V__Narayanaswami\K__V__Narayanaswami_concert_at_Toronto,_1997\Manam_Irangata\Manam_Irangata.mp3",train
24,K__V__Narayanaswami.Thulasidala,K__V__Narayanaswami,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/K__V__Narayanaswami/K__V__Narayanaswami_Monyreal_concert_1980/Thulasidala/Thulasidala.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\K__V__Narayanaswami\K__V__Narayanaswami_Monyreal_concert_1980\Thulasidala\Thulasidala.mp3,train
25,Semmangudi_Srinivasa_Iyer.Deva_DEva_Kalayamite,Semmangudi_Srinivasa_Iyer,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Semmangudi_Srinivasa_Iyer/Paramatmakam/Deva_DEva_Kalayamite/Deva_DEva_Kalayamite.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Semmangudi_Srinivasa_Iyer\Paramatmakam\Deva_DEva_Kalayamite\Deva_DEva_Kalayamite.mp3,test
26,M_S__Subbulakshmi.Ksheera_Sagara_Shayana,M_S__Subbulakshmi,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/M_S__Subbulakshmi/Paddhatti/Ksheera_Sagara_Shayana/Ksheera_Sagara_Shayana.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\M_S__Subbulakshmi\Paddhatti\Ksheera_Sagara_Shayana\Ksheera_Sagara_Shayana.mp3,train
27,Amritha_Murali.Vidulaku,Amritha_Murali,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Amritha_Murali/December_Season_2009/Vidulaku/Vidulaku.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Amritha_Murali\December_Season_2009\Vidulaku\Vidulaku.mp3,train
28,Sangeetha_Swaminathan.Sri_Raja_Rajeswari,Sangeetha_Swaminathan,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Sangeetha_Swaminathan/December_Season_2001/Sri_Raja_Rajeswari/Sri_Raja_Rajeswari.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Sangeetha_Swaminathan\December_Season_2001\Sri_Raja_Rajeswari\Sri_Raja_Rajeswari.mp3,train
29,Aruna_Sairam.Vidulaku_Mrokkeda,Aruna_Sairam,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Aruna_Sairam/December_Season_2000/Vidulaku_Mrokkeda/Vidulaku_Mrokkeda.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Aruna_Sairam\December_Season_2000\Vidulaku_Mrokkeda\Vidulaku_Mrokkeda.mp3,test
30,T__V__Gopala_Krishnan.Meru_Samana,T__V__Gopala_Krishnan,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/T__V__Gopala_Krishnan/Paddhatti/Meru_Samana/Meru_Samana.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\T__V__Gopala_Krishnan\Paddhatti\Meru_Samana\Meru_Samana.mp3,train
31,Amrutha_Venkatesh.Vidulaku_Mrokkeda,Amrutha_Venkatesh,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Amrutha_Venkatesh/December_Season_2007/Vidulaku_Mrokkeda/Vidulaku_Mrokkeda.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Amrutha_Venkatesh\December_Season_2007\Vidulaku_Mrokkeda\Vidulaku_Mrokkeda.mp3,test
32,T__Brinda.Meru_Samana,T__Brinda,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/T__Brinda/All_Time_Favourites_-_Vol_4/Meru_Samana/Meru_Samana.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\T__Brinda\All_Time_Favourites_-_Vol_4\Meru_Samana\Meru_Samana.mp3,val
33,Nisha_P_Rajagopal.Deva_Deva_Kalayami,Nisha_P_Rajagopal,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Nisha_P_Rajagopal/December_Season_2003/Deva_Deva_Kalayami/Deva_Deva_Kalayami.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Nisha_P_Rajagopal\December_Season_2003\Deva_Deva_Kalayami\Deva_Deva_Kalayami.mp3,train
34,Gayathri_Venkataraghavan.Deva_Deva_Kalayami,Gayathri_Venkataraghavan,Māyāmāḷavagauḷa,carnatic,RagaDataset/Carnatic/audio/9cedca68-4a9d-4170-bec3-0d1db1ff730e/Gayathri_Venkataraghavan/December_Season_2001/Deva_Deva_Kalayami/Deva_Deva_Kalayami.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\9cedca68-4a9d-4170-bec3-0d1db1ff730e\Gayathri_Venkataraghavan\December_Season_2001\Deva_Deva_Kalayami\Deva_Deva_Kalayami.mp3,train
35,K__V__Narayanaswami.Sadhbhakthiya,K__V__Narayanaswami,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Shanmukananda_Hall_Bombay_1980/Sadhbhakthiya/Sadhbhakthiya.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\K__V__Narayanaswami\K__V__Narayanaswami_concert_at_Shanmukananda_Hall_Bombay_1980\Sadhbhakthiya\Sadhbhakthiya.mp3,train
36,Chaitra_Sairam.Kamalamba_Samrakshatu,Chaitra_Sairam,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Chaitra_Sairam/Chaitra_Sairam_at_Arkay/Kamalamba_Samrakshatu/Kamalamba_Samrakshatu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Chaitra_Sairam\Chaitra_Sairam_at_Arkay\Kamalamba_Samrakshatu\Kamalamba_Samrakshatu.mp3,test
37,Maharajapuram_S_Ramachandran.Himachala_Tanaya,Maharajapuram_S_Ramachandran,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Maharajapuram_S_Ramachandran/December_Season_2009/Himachala_Tanaya/Himachala_Tanaya.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Maharajapuram_S_Ramachandran\December_Season_2009\Himachala_Tanaya\Himachala_Tanaya.mp3,train
38,T__M__Krishna.Anandesvarena,T__M__Krishna,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/T__M__Krishna/Madrasil_Margazhi_2006/Anandesvarena/Anandesvarena.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\T__M__Krishna\Madrasil_Margazhi_2006\Anandesvarena\Anandesvarena.mp3,train
39,M_S__Subbulakshmi.Ambikaye_Arul_Purivaai,M_S__Subbulakshmi,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/M_S__Subbulakshmi/Paddhatti/Ambikaye_Arul_Purivaai/Ambikaye_Arul_Purivaai.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\M_S__Subbulakshmi\Paddhatti\Ambikaye_Arul_Purivaai\Ambikaye_Arul_Purivaai.mp3,train
40,Amritha_Murali.O_Jagadamba,Amritha_Murali,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Amritha_Murali/December_Season_2011/O_Jagadamba/O_Jagadamba.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Amritha_Murali\December_Season_2011\O_Jagadamba\O_Jagadamba.mp3,train
41,Sanjay_Subrahmanyan.Kaappaduve_Unadu,Sanjay_Subrahmanyan,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Sanjay_Subrahmanyan/December_Season_2007/Kaappaduve_Unadu/Kaappaduve_Unadu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Sanjay_Subrahmanyan\December_Season_2007\Kaappaduve_Unadu\Kaappaduve_Unadu.mp3,train
42,Sanjay_Subrahmanyan.Marivere_Gathi,Sanjay_Subrahmanyan,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Sanjay_Subrahmanyan/December_Season_2010/Marivere_Gathi/Marivere_Gathi.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Sanjay_Subrahmanyan\December_Season_2010\Marivere_Gathi\Marivere_Gathi.mp3,train
43,Aruna_Sairam.O_Jagadamba,Aruna_Sairam,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Aruna_Sairam/December_Season_2005/O_Jagadamba/O_Jagadamba.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Aruna_Sairam\December_Season_2005\O_Jagadamba\O_Jagadamba.mp3,train
44,Aruna_Sairam.Kamalamba,Aruna_Sairam,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Aruna_Sairam/Madrasil_Margazhi_2005/Kamalamba/Kamalamba.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Aruna_Sairam\Madrasil_Margazhi_2005\Kamalamba\Kamalamba.mp3,test
45,Gayathri_Venkataraghavan.Kaappaduve_Unadu,Gayathri_Venkataraghavan,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Gayathri_Venkataraghavan/December_Season_2010/Kaappaduve_Unadu/Kaappaduve_Unadu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Gayathri_Venkataraghavan\December_Season_2010\Kaappaduve_Unadu\Kaappaduve_Unadu.mp3,train
46,Gayathri_Venkataraghavan.Raman_Ezhundarulinaar,Gayathri_Venkataraghavan,Ānandabhairavi,carnatic,RagaDataset/Carnatic/audio/e18fcaa7-1f9c-4f09-b627-0687481f4ec7/Gayathri_Venkataraghavan/December_Season_2006/Raman_Ezhundarulinaar/Raman_Ezhundarulinaar.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\e18fcaa7-1f9c-4f09-b627-0687481f4ec7\Gayathri_Venkataraghavan\December_Season_2006\Raman_Ezhundarulinaar\Raman_Ezhundarulinaar.mp3,val
47,Amritha_Murali.Vallabha_Nayakasya,Amritha_Murali,Bēgaḍa,carnatic,RagaDataset/Carnatic/audio/aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\aa5f376f-06cd-4a69-9cc9-b1077104e0b0\Amritha_Murali\December_Season_2005\Vallabha_Nayakasya\Vallabha_Nayakasya.mp3,train
48,Sanjay_Subrahmanyan.Abhimanamennadu,Sanjay_Subrahmanyan,Bēgaḍa,carnatic,RagaDataset/Carnatic/audio/aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.mp3,C:\Users\Sragv\MIR Carnatic raga identification\data\raw_audio\RagaDataset\Carnatic\audio\aa5f376f-06cd-4a69-9cc9-b1077104e0b0\Sanjay_Subrahmanyan\December_Season_2002\Abhimanamennadu\Abhimanamennadu.mp3,train
